wind_direct,temperature,rain,humidity,wind_speed,AQI,wind_direct.1,temperature.1,rain.1,humidity.1,wind_speed.1,AQI.1,wind_direct.2,temperature.2,rain.2,humidity.2,wind_speed.2,AQI.2,AQI.3
78.83333333333333,15.733333333333334,0.0,80.875,78.83333333333333,17.857142857142858,73.5,19.733333333333334,0.0,67.45833333333333,73.5,20.562770562770563,85.91666666666667,20.904166666666665,0.0,63.541666666666664,85.91666666666667,26.92099567099567,28.814935064935064
73.5,19.733333333333334,0.0,67.45833333333333,73.5,20.562770562770563,85.91666666666667,20.904166666666665,0.0,63.541666666666664,85.91666666666667,26.92099567099567,81.0,20.941666666666666,0.0,66.33333333333333,81.0,28.814935064935064,25.703463203463205
85.91666666666667,20.904166666666665,0.0,63.541666666666664,85.91666666666667,26.92099567099567,81.0,20.941666666666666,0.0,66.33333333333333,81.0,28.814935064935064,79.95833333333333,21.9375,0.0,68.29166666666667,79.95833333333333,25.703463203463205,83.62345679012346
81.0,20.941666666666666,0.0,66.33333333333333,81.0,28.814935064935064,79.95833333333333,21.9375,0.0,68.29166666666667,79.95833333333333,25.703463203463205,126.83333333333333,21.587500000000002,0.0,71.16666666666667,126.83333333333333,83.62345679012346,77.35802469135803
79.95833333333333,21.9375,0.0,68.29166666666667,79.95833333333333,25.703463203463205,126.83333333333333,21.587500000000002,0.0,71.16666666666667,126.83333333333333,83.62345679012346,176.95833333333334,22.308333333333337,0.0,68.08333333333333,176.95833333333334,77.35802469135803,47.007340485601354
126.83333333333333,21.587500000000002,0.0,71.16666666666667,126.83333333333333,83.62345679012346,176.95833333333334,22.308333333333337,0.0,68.08333333333333,176.95833333333334,77.35802469135803,92.45833333333333,18.408333333333335,0.0,68.54166666666667,92.45833333333333,47.007340485601354,42.07251082251082
176.95833333333334,22.308333333333337,0.0,68.08333333333333,176.95833333333334,77.35802469135803,92.45833333333333,18.408333333333335,0.0,68.54166666666667,92.45833333333333,47.007340485601354,79.625,19.037499999999998,0.0,65.375,79.625,42.07251082251082,41.80194805194805
92.45833333333333,18.408333333333335,0.0,68.54166666666667,92.45833333333333,47.007340485601354,79.625,19.037499999999998,0.0,65.375,79.625,42.07251082251082,105.04166666666667,21.554166666666664,0.0,68.41666666666667,105.04166666666667,41.80194805194805,54.56481481481482
79.625,19.037499999999998,0.0,65.375,79.625,42.07251082251082,105.04166666666667,21.554166666666664,0.0,68.41666666666667,105.04166666666667,41.80194805194805,140.41666666666666,19.59583333333333,0.0,74.70833333333333,140.41666666666666,54.56481481481482,32.60281385281385
105.04166666666667,21.554166666666664,0.0,68.41666666666667,105.04166666666667,41.80194805194805,140.41666666666666,19.59583333333333,0.0,74.70833333333333,140.41666666666666,54.56481481481482,87.70833333333333,15.5,0.2,76.08333333333333,87.70833333333333,32.60281385281385,48.701298701298704
140.41666666666666,19.59583333333333,0.0,74.70833333333333,140.41666666666666,54.56481481481482,87.70833333333333,15.5,0.2,76.08333333333333,87.70833333333333,32.60281385281385,86.25,15.683333333333335,5.0,79.66666666666667,86.25,48.701298701298704,54.78086419753086
87.70833333333333,15.5,0.2,76.08333333333333,87.70833333333333,32.60281385281385,86.25,15.683333333333335,5.0,79.66666666666667,86.25,48.701298701298704,118.21249999999999,17.454166666666666,0.0,76.75,118.21249999999999,54.78086419753086,43.83116883116883
86.25,15.683333333333335,5.0,79.66666666666667,86.25,48.701298701298704,118.21249999999999,17.454166666666666,0.0,76.75,118.21249999999999,54.78086419753086,100.83333333333333,17.90833333333333,0.0,79.125,100.83333333333333,43.83116883116883,41.66666666666667
118.21249999999999,17.454166666666666,0.0,76.75,118.21249999999999,54.78086419753086,100.83333333333333,17.90833333333333,0.0,79.125,100.83333333333333,43.83116883116883,164.88333333333333,19.1125,0.0,76.95833333333333,164.88333333333333,41.66666666666667,15.016233766233766
100.83333333333333,17.90833333333333,0.0,79.125,100.83333333333333,43.83116883116883,164.88333333333333,19.1125,0.0,76.95833333333333,164.88333333333333,41.66666666666667,176.54166666666666,15.520833333333334,0.8,79.16666666666667,176.54166666666666,15.016233766233766,51.54012345679013
164.88333333333333,19.1125,0.0,76.95833333333333,164.88333333333333,41.66666666666667,176.54166666666666,15.520833333333334,0.8,79.16666666666667,176.54166666666666,15.016233766233766,96.625,14.104166666666666,0.0,75.33333333333333,96.625,51.54012345679013,58.561728395061735
176.54166666666666,15.520833333333334,0.8,79.16666666666667,176.54166666666666,15.016233766233766,96.625,14.104166666666666,0.0,75.33333333333333,96.625,51.54012345679013,108.875,14.454166666666667,1.8,83.33333333333333,108.875,58.561728395061735,57.91358024691358
96.625,14.104166666666666,0.0,75.33333333333333,96.625,51.54012345679013,108.875,14.454166666666667,1.8,83.33333333333333,108.875,58.561728395061735,102.0,15.6,0.0,71.95833333333333,102.0,57.91358024691358,73.93880837359099
