wind_direct,humidity,AQI,wind_direct.1,humidity.1,AQI.1,wind_direct.2,humidity.2,AQI.2,AQI.3
0.290329134,0.418199419,0.19645845,0.728159285,0.691190707,0.279888222,0.203004466,0.83446273,0.402107251,35.8495671
0.728159285,0.691190707,0.279888222,0.202356766,0.83446273,0.402107251,0.098051157,0.774443369,0.347670803,17.78656126
0.202356766,0.83446273,0.402107251,0.097318163,0.774443369,0.347670803,0.074502639,0.817037754,0.145769439,15.96320346
0.097318163,0.774443369,0.347670803,0.073750508,0.817037754,0.145769439,0.211124645,1,0.125388644,15.28679654
0.073750508,0.817037754,0.145769439,0.210483543,1,0.125388644,0.156516443,0.956437561,0.117828026,23.26839827
0.210483543,1,0.125388644,0.155830963,0.956437561,0.117828026,0.063540398,0.658276864,0.207043315,35.44372294
0.155830963,0.956437561,0.117828026,0.062779358,0.658276864,0.207043315,0.105359318,0.693126815,0.343134433,30.43831169
0.062779358,0.658276864,0.207043315,0.104632263,0.693126815,0.343134433,0.531024378,0.567195589,0.287185862,16.23376623
0.104632263,0.693126815,0.343134433,0.530643252,0.567195589,0.287185862,0.098051157,0.782187803,0.128412891,14.31523022
0.530643252,0.567195589,0.287185862,0.097318163,0.782187803,0.128412891,0.070848559,0.972894482,0.10696823,29.07961604
0.097318163,0.782187803,0.128412891,0.070093458,0.972894482,0.10696823,0.181485993,0.835430784,0.271998882,36.39069264
0.070093458,0.972894482,0.10696823,0.180820805,0.835430784,0.271998882,0.212545676,0.565343659,0.353719297,24.21536797
0.180820805,0.835430784,0.271998882,0.211905729,0.565343659,0.353719297,0.570239545,0.524685382,0.217628179,27.05627706
0.211905729,0.565343659,0.353719297,0.569890289,0.524685382,0.217628179,0.297198538,0.642787996,0.249382774,36.84359119
0.569890289,0.524685382,0.217628179,0.296627387,0.642787996,0.249382774,0.1545676,0.591481123,0.358781624,29.50310559
0.296627387,0.642787996,0.249382774,0.153880536,0.591481123,0.358781624,0.749695493,0.390125847,0.276732486,33.54978355
0.153880536,0.591481123,0.358781624,0.749492076,0.390125847,0.276732486,0.653065367,0.354307841,0.321964703,36.7965368
0.749492076,0.390125847,0.276732486,0.652783421,0.354307841,0.321964703,0.453917986,0.413359148,0.358255668,26.24458874
0.652783421,0.354307841,0.321964703,0.453474197,0.413359148,0.358255668,0.622411693,0.395934172,0.240310032,24.48593074
0.453474197,0.413359148,0.358255668,0.622104835,0.395934172,0.240310032,0.580592773,0.716360116,0.220652426,22.18614719
0.622104835,0.395934172,0.240310032,0.58025193,0.716360116,0.220652426,0.252943565,0.745401742,0.194946326,23.0095991
0.58025193,0.716360116,0.220652426,0.252336449,0.745401742,0.194946326,0.154486399,0.634075508,0.204150557,33.54978355
0.252336449,0.745401742,0.194946326,0.153799269,0.634075508,0.204150557,0.322777101,0.34946757,0.321964703,50.05411255
0.153799269,0.634075508,0.204150557,0.322226737,0.34946757,0.321964703,0.281770199,0.499515973,0.506443774,45.72510823
0.322226737,0.34946757,0.321964703,0.28118651,0.499515973,0.506443774,0.262362972,0.415295257,0.458055821,41.26082251
0.28118651,0.499515973,0.506443774,0.261763511,0.415295257,0.458055821,0.248680471,0.430784124,0.408155745,41.12554113
0.261763511,0.415295257,0.458055821,0.24806989,0.430784124,0.408155745,0.299431587,0.666021297,0.406643621,20.56277056
0.24806989,0.430784124,0.408155745,0.298862251,0.666021297,0.406643621,0.699756395,0.467570184,0.176800844,25.83874459
0.298862251,0.666021297,0.406643621,0.699512393,0.467570184,0.176800844,0.778319123,0.333010649,0.235773662,31.92640693
0.699512393,0.467570184,0.176800844,0.778138968,0.333010649,0.235773662,0.719041819,0.328170378,0.303819221,30.43831169
0.778138968,0.333010649,0.235773662,0.71881349,0.328170378,0.303819221,0.825619164,0.273959342,0.287185862,33.45567476
0.71881349,0.328170378,0.303819221,0.825477448,0.273959342,0.287185862,0.622208689,0.305905131,0.320912791,32.06168831
0.825477448,0.273959342,0.287185862,0.621901666,0.305905131,0.320912791,0.699959399,0.308809293,0.305331344,34.86730661
0.621901666,0.305905131,0.320912791,0.699715563,0.308809293,0.305331344,0.614494519,0.298160697,0.336691472,26.10930736
0.699715563,0.308809293,0.305331344,0.614181227,0.298160697,0.336691472,0.69589931,0.286544046,0.238797909,28.93845285
0.614181227,0.298160697,0.336691472,0.695652174,0.286544046,0.238797909,0.490052781,0.298160697,0.270421014,31.65584416
0.695652174,0.286544046,0.238797909,0.489638358,0.298160697,0.270421014,0.532886724,0.359148112,0.300794974,32.46753247
0.489638358,0.298160697,0.270421014,0.532507111,0.359148112,0.300794974,0.438692651,0.391093901,0.309867715,28.54437229
0.532507111,0.359148112,0.300794974,0.438236489,0.391093901,0.309867715,0.318514007,0.561471442,0.266016132,33.14393939
0.438236489,0.391093901,0.309867715,0.317960179,0.561471442,0.266016132,0.486398701,0.409486931,0.317428333,28.40909091
0.317960179,0.561471442,0.266016132,0.485981308,0.409486931,0.317428333,0.459805116,0.435624395,0.264504009,32.74985884
0.485981308,0.409486931,0.317428333,0.459366111,0.435624395,0.264504009,0.406414941,0.488867377,0.313023451,32.02479339
0.459366111,0.435624395,0.264504009,0.405932548,0.488867377,0.313023451,0.458993098,0.528557599,0.304918947,27.73268398
0.405932548,0.488867377,0.313023451,0.458553434,0.528557599,0.304918947,0.24319935,0.656340755,0.256943391,25.43290043
0.458553434,0.528557599,0.304918947,0.242584315,0.656340755,0.256943391,0.205846529,0.7357212,0.231237291,32.87337662
0.242584315,0.656340755,0.256943391,0.205201138,0.7357212,0.231237291,0.344417377,0.526621491,0.314404086,35.44372294
0.205201138,0.7357212,0.231237291,0.3438846,0.526621491,0.314404086,0.459399107,0.417231365,0.343134433,33.17334839
0.3438846,0.526621491,0.314404086,0.458959772,0.417231365,0.343134433,0.537555826,0.437560503,0.317757055,37.87878788
0.458959772,0.417231365,0.343134433,0.537180008,0.437560503,0.317757055,0.533495737,0.399806389,0.370352656,34.09090909
0.537180008,0.437560503,0.317757055,0.533116619,0.399806389,0.370352656,0.442752741,0.484027106,0.328013197,27.5974026
0.533116619,0.399806389,0.370352656,0.442299878,0.484027106,0.328013197,0.649005278,0.42303969,0.255431268,27.05627706
0.442299878,0.484027106,0.328013197,0.648720033,0.42303969,0.255431268,0.515631344,0.373668925,0.249382774,31.65584416
0.648720033,0.42303969,0.255431268,0.515237708,0.373668925,0.249382774,0.587494925,0.320425944,0.300794974,33.14393939
0.515237708,0.373668925,0.249382774,0.587159691,0.320425944,0.300794974,0.537555826,0.369796709,0.317428333,30.3030303
0.587159691,0.320425944,0.300794974,0.537180008,0.369796709,0.317428333,0.300243605,0.285575992,0.285673738,39.5021645
0.537180008,0.369796709,0.317428333,0.299674929,0.285575992,0.285673738,0.469346326,0.238141336,0.388498139,34.16149068
0.299674929,0.285575992,0.285673738,0.468915075,0.238141336,0.388498139,0.223710922,0.303000968,0.328802131,41.66666667
0.468915075,0.238141336,0.388498139,0.223080049,0.303000968,0.328802131,0.552172148,0.487899322,0.412692115,26.37987013
0.223080049,0.303000968,0.328802131,0.551808208,0.487899322,0.412692115,0.565367438,0.365924492,0.241822156,21.50974026
0.551808208,0.487899322,0.412692115,0.565014222,0.365924492,0.241822156,0.542833942,0.304937076,0.187385709,18.93939394
0.565014222,0.365924492,0.241822156,0.542462414,0.304937076,0.187385709,0.393016646,0.348499516,0.158655362,35.8495671
0.542462414,0.304937076,0.187385709,0.392523364,0.348499516,0.158655362,0.338814454,0.497579864,0.347670803,28.40909091
0.392523364,0.348499516,0.158655362,0.338277123,0.497579864,0.347670803,0.281567194,0.522749274,0.264504009,30.70887446
0.338277123,0.497579864,0.347670803,0.28098334,0.522749274,0.264504009,0.291717418,0.476282672,0.290210109,35.17316017
0.28098334,0.522749274,0.264504009,0.291141812,0.476282672,0.290210109,0.248477467,0.406582769,0.340110186,31.8772137
0.291141812,0.476282672,0.290210109,0.247866721,0.406582769,0.340110186,0.402151847,0.534365924,0.303269358,30.43831169
0.247866721,0.406582769,0.340110186,0.401665989,0.534365924,0.303269358,0.529841657,0.33107454,0.287185862,23.80952381
0.401665989,0.534365924,0.303269358,0.529459569,0.33107454,0.287185862,0.46589525,0.530493708,0.213091809,25.16233766
0.529459569,0.33107454,0.287185862,0.465461195,0.530493708,0.213091809,0.312220869,0.605033882,0.228213044,24.70355731
0.465461195,0.530493708,0.213091809,0.311661926,0.605033882,0.228213044,0.209297605,0.589545015,0.223084973,19.82228298
0.311661926,0.605033882,0.228213044,0.208655018,0.589545015,0.223084973,0.245186657,0.514189637,0.168523957,9.259259259
0.208655018,0.589545015,0.223084973,0.244573237,0.514189637,0.168523957,0.125862769,0.342691191,0.050454522,6.764069264
0.244573237,0.514189637,0.168523957,0.125152377,0.342691191,0.050454522,0.110840438,0.34946757,0.022564243,6.222943723
0.125152377,0.342691191,0.050454522,0.110117838,0.34946757,0.022564243,0.110840438,0.261374637,0.016515749,7.407407407
0.110117838,0.34946757,0.022564243,0.110117838,0.261374637,0.016515749,0.165042631,0.236205227,0.029755231,12.31060606
0.110117838,0.261374637,0.016515749,0.16436408,0.236205227,0.029755231,0.179252944,0.454985479,0.084561308,14.25748165
0.16436408,0.236205227,0.029755231,0.178585941,0.454985479,0.084561308,0.686967113,0.857599226,0.106322738,33.68506494
0.178585941,0.454985479,0.084561308,0.686712718,0.857599226,0.106322738,0.394234673,0.686737657,0.323476827,24.48593074
0.686712718,0.857599226,0.106322738,0.393742381,0.686737657,0.323476827,0.04364596,0.513649564,0.220652426,34.09090909
0.393742381,0.686737657,0.323476827,0.042868753,0.513649564,0.220652426,0.193869265,0.343852856,0.328013197,38.41991342
0.042868753,0.513649564,0.220652426,0.193214141,0.343852856,0.328013197,0.267965895,0.357212004,0.37640115,34.22619048
0.193214141,0.343852856,0.328013197,0.267370987,0.357212004,0.37640115,0.247665449,0.403291384,0.329525321,24.89177489
0.267370987,0.357212004,0.37640115,0.247054043,0.403291384,0.329525321,0.352821762,0.361084221,0.225188797,33.83458647
0.247054043,0.403291384,0.329525321,0.352295815,0.361084221,0.225188797,0.480227365,0.623349468,0.325148121,26.24458874
0.352295815,0.361084221,0.225188797,0.479804957,0.623349468,0.325148121,0.401745838,0.710551791,0.240310032,30.03246753
0.479804957,0.623349468,0.325148121,0.401259651,0.710551791,0.240310032,0.439910678,0.599225557,0.282649491,33.54978355
0.401259651,0.710551791,0.240310032,0.439455506,0.599225557,0.282649491,0.391189606,0.537270087,0.321964703,17.18073593
0.439455506,0.599225557,0.282649491,0.390694839,0.537270087,0.321964703,0.280146163,0.48499516,0.138997756,26.92099567
0.390694839,0.537270087,0.321964703,0.279561154,0.48499516,0.138997756,0.394234673,0.442400774,0.24787065,34.36147186
0.279561154,0.48499516,0.138997756,0.393742381,0.442400774,0.24787065,0.27771011,0.410454985,0.331037444,6.764069264
0.393742381,0.442400774,0.24787065,0.277123121,0.410454985,0.331037444,0.107592367,0.31945789,0.022564243,4.74537037
0.277123121,0.410454985,0.331037444,0.106867127,0.31945789,0.022564243,0.107998376,0.31945789,0,44.1017316
0.106867127,0.31945789,0.022564243,0.107273466,0.31945789,0,0.124644742,0.237173282,0.439910339,66.55555556
0.107273466,0.31945789,0,0.12393336,0.237173282,0.439910339,0.120584653,0.251694095,0.690890587,66.55555556
0.12393336,0.237173282,0.439910339,0.119869972,0.251694095,0.690890587,0.1045473,0.329138432,0.690890587,66.55555556
