AQI,AQI.1,AQI.2,AQI.3
0.268843146,0.355231421,0.37640115,37.06709957
0.355231421,0.37640115,0.361279915,34.09090909
0.37640115,0.361279915,0.328013197,32.06168831
0.361279915,0.328013197,0.305331344,21.91558442
0.328013197,0.305331344,0.191922079,23.53896104
0.305331344,0.191922079,0.210067562,33.41450216
0.191922079,0.210067562,0.32045258,42.63128176
0.210067562,0.32045258,0.423474214,42.74891775
0.32045258,0.423474214,0.424789104,30.3030303
0.423474214,0.424789104,0.285673738,29.35606061
0.424789104,0.285673738,0.275088874,23.99774139
0.285673738,0.275088874,0.215195633,35.71428571
0.275088874,0.215195633,0.34615868,26.24458874
0.215195633,0.34615868,0.240310032,32.1969697
0.34615868,0.240310032,0.306843468,39.23160173
0.240310032,0.306843468,0.385473892,22.45670996
0.306843468,0.385473892,0.197970573,22.0508658
0.385473892,0.197970573,0.193434203,26.51515152
0.197970573,0.193434203,0.243334279,34.58498024
0.193434203,0.243334279,0.333535735,30.03246753
0.243334279,0.333535735,0.282649491,27.32683983
0.333535735,0.282649491,0.252407021,22.86255411
0.282649491,0.252407021,0.202506944,25.43290043
0.252407021,0.202506944,0.231237291,15.10446076
0.202506944,0.231237291,0.115789947,14.20454545
0.231237291,0.115789947,0.105731038,13.7987013
0.115789947,0.105731038,0.101194667,15.69264069
0.105731038,0.101194667,0.122364397,19.3452381
0.101194667,0.122364397,0.163191732,17.64539808
0.122364397,0.163191732,0.144191571,72.49691358
0.163191732,0.144191571,0.757300812,78.76234568
0.144191571,0.757300812,0.827333414,28.27380952
0.757300812,0.827333414,0.262991885,19.19819311
0.827333414,0.262991885,0.16154812,18.12770563
0.262991885,0.16154812,0.14958262,19.3452381
0.16154812,0.14958262,0.163191732,25.56818182
0.14958262,0.163191732,0.232749415,24.48593074
0.163191732,0.232749415,0.220652426,22.18614719
0.232749415,0.220652426,0.194946326,23.15076228
0.220652426,0.194946326,0.205728425,29.62662338
0.194946326,0.205728425,0.278113121,43.01948052
0.205728425,0.278113121,0.427813351,72.06481481
0.278113121,0.427813351,0.752470978,58.99382716
0.427813351,0.752470978,0.606368482,41.80194805
0.752470978,0.606368482,0.414204239,49.24242424
0.606368482,0.414204239,0.497371033,54.09983897
0.414204239,0.497371033,0.551665355,62.77469136
0.497371033,0.551665355,0.648629534,55.10493827
0.551665355,0.648629534,0.562899971,57.14331723
