AQI,AQI.1,AQI.2,AQI.3
37.06709957,34.09090909,32.06168831,21.91558442
34.09090909,32.06168831,21.91558442,23.53896104
32.06168831,21.91558442,23.53896104,33.41450216
21.91558442,23.53896104,33.41450216,42.63128176
23.53896104,33.41450216,42.63128176,42.74891775
33.41450216,42.63128176,42.74891775,30.3030303
42.63128176,42.74891775,30.3030303,29.35606061
42.74891775,30.3030303,29.35606061,23.99774139
30.3030303,29.35606061,23.99774139,35.71428571
29.35606061,23.99774139,35.71428571,26.24458874
23.99774139,35.71428571,26.24458874,32.1969697
35.71428571,26.24458874,32.1969697,39.23160173
26.24458874,32.1969697,39.23160173,22.45670996
32.1969697,39.23160173,22.45670996,22.0508658
39.23160173,22.45670996,22.0508658,26.51515152
22.45670996,22.0508658,26.51515152,34.58498024
22.0508658,26.51515152,34.58498024,30.03246753
26.51515152,34.58498024,30.03246753,27.32683983
34.58498024,30.03246753,27.32683983,22.86255411
30.03246753,27.32683983,22.86255411,25.43290043
27.32683983,22.86255411,25.43290043,15.10446076
22.86255411,25.43290043,15.10446076,14.20454545
25.43290043,15.10446076,14.20454545,13.7987013
15.10446076,14.20454545,13.7987013,15.69264069
14.20454545,13.7987013,15.69264069,19.3452381
13.7987013,15.69264069,19.3452381,17.64539808
15.69264069,19.3452381,17.64539808,72.49691358
19.3452381,17.64539808,72.49691358,78.76234568
17.64539808,72.49691358,78.76234568,28.27380952
72.49691358,78.76234568,28.27380952,19.19819311
78.76234568,28.27380952,19.19819311,18.12770563
28.27380952,19.19819311,18.12770563,19.3452381
19.19819311,18.12770563,19.3452381,25.56818182
18.12770563,19.3452381,25.56818182,24.48593074
19.3452381,25.56818182,24.48593074,22.18614719
25.56818182,24.48593074,22.18614719,23.15076228
24.48593074,22.18614719,23.15076228,29.62662338
22.18614719,23.15076228,29.62662338,43.01948052
23.15076228,29.62662338,43.01948052,72.06481481
29.62662338,43.01948052,72.06481481,58.99382716
43.01948052,72.06481481,58.99382716,41.80194805
72.06481481,58.99382716,41.80194805,49.24242424
58.99382716,41.80194805,49.24242424,54.09983897
41.80194805,49.24242424,54.09983897,62.77469136
49.24242424,54.09983897,62.77469136,55.10493827
54.09983897,62.77469136,55.10493827,57.14331723
