MonitorDate,ID_24,ID_26,ID_28,ID_33,ID_37,ID_42,ID_53,ID_61,ID_63,ID_65,ID_68,ID_70
2020/4/1,23.26839826839827,26.10930735930736,39.908008658008654,33.27922077922078,56.617283950617285,69.47222222222223,78.43827160493828,35.44372294372294,34.9025974025974,19.345238095238095,28.40909090909091,22.321428571428573
2020/4/2,48.16017316017316,52.620370370370374,51.0,41.125541125541126,63.20679012345679,68.39197530864197,74.98148148148148,16.233766233766232,24.756493506493506,19.20995670995671,42.20779220779221,26.650432900432904
2020/4/3,62.01851851851852,70.44444444444444,54.78086419753086,56.94135802469136,83.2993827160494,89.78086419753086,91.29320987654322,22.186147186147185,22.591991341991342,23.538961038961038,59.641975308641975,45.45454545454545
2020/4/4,50.05411255411255,49.51298701298701,41.260822510822514,45.31926406926407,71.30864197530865,82.65123456790124,88.80864197530865,26.244588744588746,24.756493506493506,24.08008658008658,52.18827160493827,43.29004329004329
2020/4/5,57.26543209876544,47.88961038961039,45.31926406926407,49.24242424242424,66.98765432098766,74.87345679012346,82.86728395061729,33.27922077922078,47.61904761904761,49.91883116883117,58.885802469135804,52.2962962962963
2020/4/6,43.01948051948052,44.1017316017316,40.04329004329004,42.47835497835498,64.82716049382717,81.35493827160494,103.48456790123457,21.374458874458874,36.7965367965368,26.515151515151512,45.048701298701296,34.226190476190474
2020/4/7,35.984848484848484,33.54978354978355,35.57900432900433,33.54978354978355,57.91358024691358,70.12037037037038,68.39197530864197,12.445887445887447,17.18073593073593,15.827922077922079,37.33766233766234,30.303030303030305
2020/4/8,47.48376623376623,45.99567099567099,48.16017316017316,44.50757575757576,73.68518518518519,77.89814814814815,79.4104938271605,24.08008658008658,20.562770562770563,21.103896103896105,43.154761904761905,36.25541125541125
2020/4/9,55.10493827160494,45.86038961038961,53.48456790123456,53.70061728395062,78.43827160493828,89.34876543209877,95.83024691358025,47.077922077922075,35.849567099567096,37.06709956709957,54.888888888888886,38.01406926406926
2020/4/10,52.620370370370374,60.93827160493827,79.8425925925926,72.49691358024693,94.64197530864199,89.99691358024693,95.39814814814815,47.88961038961039,39.231601731601735,38.82575757575758,48.29545454545455,38.14935064935065
2020/4/11,70.87654320987654,68.9320987654321,77.89814814814815,92.69753086419753,101.87962962962965,92.9135802469136,82.86728395061729,52.94444444444444,38.14935064935065,37.60822510822511,68.39197530864197,61.910493827160494
2020/4/12,34.496753246753244,24.891774891774894,30.979437229437227,30.303030303030305,46.26623376623377,51.648148148148145,58.561728395061735,49.91883116883117,29.491341991341994,32.73809523809524,47.88961038961039,45.183982683982684
2020/4/13,62.66666666666667,61.4783950617284,64.50308641975309,66.23148148148148,65.04320987654322,60.93827160493827,64.50308641975309,57.91358024691358,54.348765432098766,57.04938271604938,72.82098765432099,70.12037037037038
2020/4/14,68.0679012345679,72.92901234567901,87.2962962962963,81.89506172839506,84.59567901234568,83.2993827160494,82.32716049382717,60.93827160493827,72.38888888888889,67.52777777777779,78.9783950617284,69.04012345679013
2020/4/15,77.14197530864197,84.48765432098767,88.26851851851853,92.80555555555557,82.54320987654322,68.17592592592592,80.16666666666667,63.09876543209877,60.50617283950618,69.7962962962963,83.08333333333334,83.08333333333334
2020/4/16,76.49382716049382,69.68827160493828,75.62962962962963,82.54320987654322,77.25,64.93518518518519,71.41666666666667,53.916666666666664,49.24242424242424,55.96913580246914,95.07407407407408,65.69135802469137
2020/4/17,70.55246913580248,63.63888888888889,72.06481481481481,74.54938271604938,86.32407407407408,72.38888888888889,82.86728395061729,45.99567099567099,42.47835497835498,49.51298701298701,67.20370370370371,69.25617283950618
